frame,t_s,ref_X_mm,ref_Y_mm,ref_corners,ref_rms_px,mm_per_px,top_corners,top_rms_px,xcheck_mm
1026,17.2733,-0.3408,27.5897,133,0.6354,0.193715,155,0.6783,0.1034
1027,17.2902,-0.6677,28.7444,134,0.6172,0.193693,155,0.6595,0.3309
1028,17.3070,-0.5525,29.6711,128,0.6233,0.193672,155,0.7734,0.1897
1029,17.3238,-0.3442,30.4667,127,0.6028,0.193609,147,0.6237,0.1360
1030,17.3407,-0.5326,31.3790,126,0.5647,0.193864,150,0.6147,0.2579
1031,17.3575,-0.0233,31.9773,127,0.5870,0.193670,150,0.6412,0.2547
1032,17.3743,-0.0162,32.7102,129,0.6306,0.193688,159,0.5962,0.1716
1033,17.3912,-0.3937,33.5272,123,0.5409,0.193981,147,0.6133,0.1593
1034,17.4080,0.0677,33.8623,130,0.5696,0.193935,156,0.6082,0.2697
1035,17.4249,-0.1402,34.1944,128,0.5293,0.193902,159,0.5953,0.0563
1036,17.4417,0.0480,34.4667,128,0.4840,0.193902,159,0.6243,0.0629
1037,17.4585,0.2561,34.5744,128,0.4859,0.193877,159,0.6102,0.0461
1038,17.4754,0.1115,34.6901,128,0.4869,0.194195,144,0.5912,0.0410
1039,17.4922,0.5257,34.5983,128,0.4988,0.193858,145,0.5797,0.4454
1040,17.5090,0.2599,34.6046,128,0.4489,0.194048,158,0.5632,0.0971
1041,17.5259,0.2341,34.5451,128,0.4733,0.194053,160,0.5880,0.2072
1042,17.5427,-0.2534,34.5709,126,0.4364,0.194061,159,0.5949,0.0676
1043,17.5595,-0.6302,34.5901,125,0.4430,0.194358,158,0.5896,0.2975
1044,17.5764,-0.3373,34.4533,126,0.4613,0.193875,160,0.6179,0.1397
1045,17.5932,-0.6845,34.4662,125,0.4264,0.193964,147,0.5991,0.1188
1046,17.6100,-0.9483,34.4667,125,0.4222,0.194057,155,0.5780,0.1358
1047,17.6269,-0.7380,34.3401,127,0.5958,0.194311,157,0.5846,0.2810
1048,17.6437,-1.3573,34.3229,124,0.4013,0.194149,158,0.5805,0.2301
1049,17.6606,-1.4020,34.1929,125,0.4125,0.194067,157,0.5692,0.1572
1050,17.6774,-1.3170,34.0912,126,0.3597,0.194021,159,0.5403,0.1174
1051,17.6942,-1.2335,34.0400,126,0.3665,0.194040,157,0.5031,0.1325
1052,17.7111,-1.1472,33.9240,126,0.3955,0.194108,155,0.5109,0.0862
1053,17.7279,-1.1471,33.8338,126,0.3840,0.194114,152,0.5580,0.0976
1054,17.7447,-1.0478,33.6943,126,0.3942,0.194201,156,0.5394,0.0609
1055,17.7616,-1.0393,33.6159,126,0.3837,0.194074,160,0.6143,0.0710
1056,17.7784,-0.9123,33.4191,126,0.4071,0.194168,161,0.6132,0.0768
1057,17.7952,-0.6876,33.2093,127,0.4535,0.194122,156,0.5246,0.2567
1058,17.8121,-1.0407,33.0465,126,0.3937,0.194250,148,0.5636,0.0507
1059,17.8289,-0.9906,32.7550,126,0.3992,0.194232,156,0.5455,0.0532
1060,17.8457,-1.2109,32.3909,126,0.4288,0.194292,157,0.5381,0.1520
1061,17.8626,-1.4585,31.9967,126,0.4085,0.194297,159,0.5525,0.1675
1062,17.8794,-1.6190,31.4202,126,0.4064,0.194119,146,0.6297,0.0163
1063,17.8963,-1.7206,30.6996,126,0.4037,0.194191,151,0.6446,0.0357
1064,17.9131,-1.6812,29.9376,126,0.4265,0.194218,160,0.6587,0.1775
1065,17.9299,-1.6611,29.3377,126,0.4186,0.194388,157,0.6438,0.2153
1066,17.9468,-1.6356,28.5556,128,0.4836,0.194633,157,0.6395,0.3672
1067,17.9636,-1.6072,27.8399,130,0.5581,0.194660,151,0.6583,0.0542
1068,17.9804,-1.7504,27.0785,132,0.5268,0.194350,159,0.7032,0.2588
1069,17.9973,-1.4788,26.1528,136,0.5910,0.194120,162,0.7043,0.2234
1070,18.0141,-1.8820,25.3822,132,0.4982,0.194592,161,0.6704,0.0508
1071,18.0309,-1.9173,24.3396,132,0.5736,0.194434,160,0.6541,0.0965
1072,18.0478,-1.3881,22.9742,132,0.6885,0.193913,152,0.6897,0.4596
1073,18.0646,-1.1706,21.5425,125,0.6538,0.194057,152,0.7393,0.6368
1074,18.0814,-2.2059,20.1535,120,0.7989,0.194678,143,0.7894,0.5260
1075,18.0983,-1.7319,18.1960,109,0.7235,0.194660,124,0.8209,0.0946
1076,18.1151,-2.5661,16.0961,109,0.8091,0.195024,133,0.8419,1.0645
1077,18.1320,-0.4454,14.2302,94,0.8691,0.194434,127,0.8468,1.0512
1078,18.1488,0.6024,11.7070,70,0.9891,0.192436,98,0.8572,1.9986
1079,18.1656,-0.2581,9.5901,77,0.9186,0.193329,98,0.9390,1.3151
1080,18.1825,-1.0510,6.6723,57,0.7670,0.196074,82,0.7332,2.3949
1081,18.1993,-0.2323,3.1409,67,1.0540,0.192745,44,0.8973,1.2674
1082,18.2161,0.2052,0.0988,64,0.9138,0.193934,95,0.9529,1.5139
1083,18.2330,-1.1442,-3.8227,80,0.8749,0.195049,55,0.8827,0.9166
1084,18.2498,-0.5794,-6.9518,64,0.9741,0.192873,63,0.9368,1.0764
1085,18.2666,-1.6734,-9.8085,72,0.7675,0.195798,59,0.9001,0.1802
1086,18.2835,-1.3162,-10.9485,76,0.9699,0.194524,54,0.9953,3.0074
1087,18.3003,-1.0333,-15.3993,112,0.9524,0.193879,74,0.9018,0.4245
1088,18.3171,-1.3278,-18.6669,63,0.8721,0.194503,61,0.9690,0.8626
1089,18.3340,-1.6298,-23.4676,50,0.9285,0.194453,46,0.9540,2.1564
1090,18.3508,-0.3698,-27.0581,53,0.9904,0.193530,34,0.8193,1.0121
1091,18.3676,-2.0159,-29.9307,160,0.8344,0.194524,74,0.7870,0.2069
1092,18.3845,-1.3861,-32.9989,166,0.8362,0.194267,56,0.7830,0.6895
1093,18.4013,-1.1833,-36.2001,170,0.8206,0.194351,57,0.7601,0.8505
1094,18.4182,-1.3473,-39.3020,169,0.8196,0.194477,50,0.7649,0.1944
1095,18.4350,-1.5485,-42.4383,164,0.8184,0.194432,36,0.6564,1.8162
1096,18.4518,-1.3248,-45.2656,170,0.8065,0.194614,29,0.6026,1.3995
1097,18.4687,-1.4028,-48.1100,174,0.8330,0.194731,,,
1098,18.4855,-2.0612,-51.2110,160,0.7661,0.194904,,,
1099,18.5023,-1.8955,-54.0927,157,0.7538,0.194722,,,
1100,18.5192,-1.3159,-56.6150,174,0.7837,0.194539,,,
1101,18.5360,-1.5830,-59.6146,181,0.8120,0.194547,,,
1102,18.5528,-1.9190,-62.5606,179,0.8180,0.194892,,,
1103,18.5697,-1.3554,-65.5948,165,0.8542,0.194262,,,
1104,18.5865,-1.7876,-69.3685,167,0.7878,0.194443,,,
1105,18.6033,-1.5722,-72.3980,163,0.7610,0.194255,,,
1106,18.6202,-1.1702,-75.8721,165,0.8217,0.194298,,,
1107,18.6370,-1.1094,-79.2446,156,0.8350,0.194358,,,
1108,18.6539,-1.4720,-82.7150,154,0.7426,0.194404,,,
1109,18.6707,-0.3515,-86.0839,148,0.8334,0.193937,,,
1110,18.6875,-0.7430,-89.2114,171,0.9029,0.194381,,,
1111,18.7044,-1.5831,-92.3666,164,0.8139,0.194875,,,
1112,18.7212,-1.2065,-95.5339,164,0.8714,0.194703,,,
1113,18.7380,-1.4141,-98.6940,172,0.8521,0.194693,,,
1114,18.7549,-1.2587,-101.6393,160,0.8490,0.194852,,,
1115,18.7717,-1.5119,-104.4023,164,0.8835,0.194917,,,
1116,18.7885,-1.5532,-107.5178,151,0.8161,0.194735,,,
1117,18.8054,-1.4989,-110.4269,160,0.7841,0.194563,,,
1118,18.8222,-1.2897,-112.8623,143,0.7126,0.194348,,,
1119,18.8390,-2.1370,-115.9277,152,0.7563,0.194879,,,
1120,18.8559,-2.0359,-118.2865,163,0.8123,0.194775,,,
1121,18.8727,-2.0862,-121.0316,157,0.7584,0.195508,,,
1122,18.8896,-2.2293,-123.8242,166,0.8612,0.195226,,,
1123,18.9064,-2.2106,-126.4719,158,0.7529,0.195492,,,
1124,18.9232,-1.9162,-128.8079,174,0.8264,0.194893,,,
1125,18.9401,-2.0668,-131.2724,150,0.6779,0.195462,,,
1126,18.9569,-2.7469,-133.3105,163,0.8497,0.195723,,,
1127,18.9737,-2.3258,-135.7949,159,0.7635,0.195164,,,
1128,18.9906,-2.6907,-138.2632,149,0.7368,0.195545,,,
1129,19.0074,-2.1147,-140.3448,151,0.6945,0.195731,,,
1130,19.0242,-2.3558,-142.3944,167,0.8336,0.195466,,,
1131,19.0411,-2.3946,-144.5393,147,0.6681,0.195643,,,
1132,19.0579,-2.0364,-146.4845,157,0.7917,0.195126,,,
1133,19.0747,-2.5046,-148.6845,154,0.7651,0.195453,,,
1134,19.0916,-2.4710,-151.0683,148,0.6301,0.195826,,,
1135,19.1084,-2.1896,-153.7356,142,0.6139,0.195633,,,
1136,19.1253,-2.4810,-156.3821,150,0.7268,0.195458,,,
1137,19.1421,-1.9671,-158.8812,140,0.6837,0.195590,,,
1138,19.1589,-2.5212,-161.2253,146,0.6564,0.195676,,,
1139,19.1758,-2.4353,-163.6231,136,0.5826,0.195831,,,
1140,19.1926,-2.6767,-165.8406,139,0.6125,0.195872,,,
1141,19.2094,-2.4501,-167.9616,139,0.5884,0.195560,,,
1142,19.2263,-2.5478,-170.1808,136,0.5395,0.195717,,,
1143,19.2431,-2.5379,-172.2066,137,0.5341,0.195624,,,
1144,19.2599,-2.3087,-173.9238,135,0.6748,0.194942,,,
1145,19.2768,-2.9825,-175.1281,128,0.7272,0.195182,,,
1146,19.2936,-2.8554,-176.5692,129,0.7018,0.195381,,,
1147,19.3104,-3.5996,-178.3292,129,0.7456,0.195726,,,
1148,19.3273,-3.1105,-179.3804,134,0.6367,0.195493,,,
1149,19.3441,-3.1770,-180.5077,132,0.6002,0.195746,,,
1150,19.3610,-3.4308,-181.3961,135,0.6339,0.195551,,,
1151,19.3778,-3.2691,-181.9908,131,0.5123,0.195753,,,
1152,19.3946,-3.2303,-182.3759,129,0.4936,0.195632,,,
1153,19.4115,-4.0441,-182.8862,132,0.6684,0.195599,,,
1154,19.4283,-3.4818,-182.6607,130,0.5315,0.195644,,,
1155,19.4451,-3.3580,-182.6982,127,0.4924,0.195533,,,
1156,19.4620,-3.5575,-182.7236,130,0.5427,0.195527,,,
1157,19.4788,-3.2798,-182.6623,128,0.5077,0.195485,,,
1158,19.4956,-3.3138,-182.5897,132,0.5512,0.195376,,,
1159,19.5125,-3.0762,-182.6678,125,0.4993,0.195717,,,
1160,19.5293,-2.9581,-182.5977,134,0.5631,0.195209,,,
1161,19.5461,-2.6363,-182.5600,130,0.6162,0.195151,,,
1162,19.5630,-2.6232,-182.5582,133,0.5323,0.195531,,,
1163,19.5798,-2.3813,-182.5000,135,0.5851,0.195483,,,
1164,19.5966,-2.0476,-182.5351,131,0.5174,0.195655,,,
1165,19.6135,-1.3459,-182.4158,127,0.4995,0.195707,,,
1166,19.6303,-1.3331,-182.3705,130,0.4797,0.195621,,,
1167,19.6472,-0.9323,-182.3901,130,0.5224,0.195642,,,
1168,19.6640,-0.6342,-182.2962,138,0.6415,0.195252,,,
1169,19.6808,-0.6393,-182.3035,134,0.5176,0.195584,,,
1170,19.6977,-0.5696,-182.2902,133,0.5086,0.195694,,,
1171,19.7145,-0.5812,-182.2209,135,0.5607,0.195356,,,
1172,19.7313,-0.6857,-182.2234,133,0.5215,0.195546,,,
1173,19.7482,-0.8328,-182.2216,132,0.5070,0.195428,,,
1174,19.7650,-1.2648,-182.3056,130,0.4640,0.195601,,,
1175,19.7818,-1.1227,-182.2589,129,0.4755,0.195517,,,
1176,19.7987,-1.2732,-182.2174,131,0.4868,0.195451,,,
1177,19.8155,-1.4474,-182.2129,130,0.4664,0.195404,,,
1178,19.8323,-1.6241,-182.1710,132,0.5139,0.195374,,,
1179,19.8492,-1.7276,-182.1760,132,0.4996,0.195391,,,
1180,19.8660,-1.5320,-182.1938,128,0.4729,0.195580,,,
1181,19.8829,-1.3784,-182.1137,130,0.4797,0.195443,,,
1182,19.8997,-1.3981,-182.0839,130,0.4809,0.195527,,,
1183,19.9165,-1.0660,-181.9394,134,0.5598,0.195418,,,
1184,19.9334,-1.3073,-181.9529,139,0.6219,0.195360,,,
1185,19.9502,-0.9929,-181.9042,132,0.4807,0.195394,,,
1186,19.9670,-0.9115,-181.8194,137,0.5639,0.195415,,,
1187,19.9839,-1.1350,-181.7865,130,0.4877,0.195375,,,
1188,20.0007,-1.3874,-181.7197,135,0.5629,0.195380,,,
1189,20.0175,-1.1238,-181.6396,133,0.5547,0.195283,,,
1190,20.0344,-1.3913,-181.5896,137,0.6075,0.195206,,,
1191,20.0512,-1.8512,-181.6999,138,0.6791,0.195046,,,
1192,20.0680,-1.9095,-181.6263,132,0.5084,0.195270,,,
1193,20.0849,-1.9366,-181.5545,132,0.5098,0.195283,,,
1194,20.1017,-2.1118,-181.5509,131,0.4799,0.195204,,,
1195,20.1186,-2.2274,-181.5045,131,0.4920,0.195248,,,
1196,20.1354,-2.3935,-181.2635,135,0.5743,0.195130,,,
1197,20.1522,-2.0653,-181.3855,131,0.5169,0.195210,,,
1198,20.1691,-2.2745,-181.3130,135,0.5635,0.195197,,,
1199,20.1859,-2.3586,-181.3248,133,0.5250,0.195178,,,
1200,20.2027,-2.1628,-181.3545,129,0.4704,0.195431,,,
1201,20.2196,-2.3829,-181.3627,132,0.6009,0.195421,,,
1202,20.2364,-1.8882,-181.1755,127,0.4921,0.195593,,,
1203,20.2532,-2.5612,-181.4053,134,0.6798,0.195475,,,
1204,20.2701,-1.8828,-181.0672,132,0.5360,0.195412,,,
1205,20.2869,-1.7791,-181.0447,131,0.5317,0.195382,,,
