frame,t_s,ref_X_mm,ref_Y_mm,est_X_mm,est_Y_mm,err_X_mm,err_Y_mm,err_norm_mm,est_oracle_X_mm,est_oracle_Y_mm,err_oracle_mm,tracked_points,inlier_ratio,roi_visible,ref_corners,ref_rms_px,mm_per_px,xcheck_mm,flags
1039,17.4922,0.5257,34.5983,1.1653,33.6262,0.6396,-0.9721,1.1636,2.4544,35.7783,2.2610,1997,0.9990,0.4597,128,0.4988,0.193858,0.4454,
1040,17.5090,0.2599,34.6046,1.1258,33.5875,0.8659,-1.0171,1.3358,2.4156,35.7390,2.4360,1987,0.9955,0.4601,128,0.4489,0.194048,0.0971,
1041,17.5259,0.2341,34.5451,0.9848,33.5401,0.7507,-1.0050,1.2544,2.2761,35.6894,2.3408,1989,0.9945,0.4596,128,0.4733,0.194053,0.2072,
1042,17.5427,-0.2534,34.5709,0.7992,33.5049,1.0526,-1.0660,1.4981,2.0910,35.6511,2.5813,1987,0.9995,0.4608,126,0.4364,0.194061,0.0676,
1043,17.5595,-0.6302,34.5901,0.6154,33.4611,1.2456,-1.1290,1.6811,1.9072,35.6043,2.7326,1985,0.9955,0.4621,125,0.4430,0.194358,0.2975,
1044,17.5764,-0.3373,34.4533,0.4728,33.4139,0.8101,-1.0394,1.3178,1.7660,35.5547,2.3742,1977,0.9895,0.4599,126,0.4613,0.193875,0.1397,
1045,17.5932,-0.6845,34.4662,0.3277,33.3698,1.0122,-1.0964,1.4922,1.6218,35.5082,2.5308,1989,0.9945,0.4606,125,0.4264,0.193964,0.1188,
1046,17.6100,-0.9483,34.4667,0.1791,33.3204,1.1274,-1.1463,1.6078,1.4740,35.4563,2.6166,1991,0.9955,0.4616,125,0.4222,0.194057,0.1358,
1047,17.6269,-0.7380,34.3401,0.0108,33.2334,0.7488,-1.1067,1.3362,1.3082,35.3667,2.2893,1979,0.9950,0.4618,127,0.5958,0.194311,0.2810,
1048,17.6437,-1.3573,34.3229,-0.1330,33.1358,1.2243,-1.1871,1.7053,1.1659,35.2665,2.6939,1990,0.9965,0.4628,124,0.4013,0.194149,0.2301,
1049,17.6606,-1.4020,34.1929,-0.2133,33.0429,1.1887,-1.1500,1.6539,1.0871,35.1721,2.6748,1986,0.9965,0.4628,125,0.4125,0.194067,0.1572,
1050,17.6774,-1.3170,34.0912,-0.1850,32.9457,1.1320,-1.1455,1.6105,1.1173,35.0755,2.6258,1916,0.9610,0.4632,126,0.3597,0.194021,0.1174,
1051,17.6942,-1.2335,34.0400,-0.0889,32.8476,1.1446,-1.1924,1.6529,1.2152,34.9792,2.6226,2000,1.0000,0.4633,126,0.3665,0.194040,0.1325,
1052,17.7111,-1.1472,33.9240,0.0079,32.7494,1.1551,-1.1746,1.6474,1.3139,34.8829,2.6413,2000,1.0000,0.4640,126,0.3955,0.194108,0.0862,
1053,17.7279,-1.1471,33.8338,0.0634,32.6454,1.2105,-1.1884,1.6964,1.3716,34.7800,2.6906,1995,0.9985,0.4646,126,0.3840,0.194114,0.0976,
1054,17.7447,-1.0478,33.6943,0.0856,32.5309,1.1334,-1.1634,1.6242,1.3960,34.6661,2.6299,1997,0.9985,0.4657,126,0.3942,0.194201,0.0609,
1055,17.7616,-1.0393,33.6159,0.1300,32.4104,1.1693,-1.2055,1.6794,1.4428,34.5466,2.6509,1999,1.0000,0.4657,126,0.3837,0.194074,0.0710,
1056,17.7784,-0.9123,33.4191,0.2055,32.2635,1.1178,-1.1556,1.6078,1.5211,34.4015,2.6242,1999,0.9995,0.4668,126,0.4071,0.194168,0.0768,
1057,17.7952,-0.6876,33.2093,0.2685,32.0661,0.9561,-1.1432,1.4903,1.5879,34.2061,2.4843,1997,0.9995,0.4669,127,0.4535,0.194122,0.2567,
1058,17.8121,-1.0407,33.0465,0.2988,31.8252,1.3395,-1.2213,1.8127,1.6234,33.9660,2.8183,2000,1.0000,0.4689,126,0.3937,0.194250,0.0507,
1059,17.8289,-0.9906,32.7550,0.2669,31.5342,1.2575,-1.2208,1.7526,1.5980,33.6746,2.7471,1997,0.9985,0.4697,126,0.3992,0.194232,0.0532,
1060,17.8457,-1.2109,32.3909,0.1605,31.1486,1.3714,-1.2423,1.8504,1.5004,33.2872,2.8556,1991,0.9960,0.4715,126,0.4288,0.194292,0.1520,
1061,17.8626,-1.4585,31.9967,-0.0323,30.7368,1.4262,-1.2599,1.9030,1.3170,32.8713,2.9100,1999,0.9995,0.4734,126,0.4085,0.194297,0.1675,
1062,17.8794,-1.6190,31.4202,-0.2239,30.1907,1.3951,-1.2295,1.8596,1.1385,32.3213,2.9010,1996,0.9980,0.4753,126,0.4064,0.194119,0.0163,
1063,17.8963,-1.7206,30.6996,-0.3303,29.5009,1.3903,-1.1987,1.8357,1.0485,31.6302,2.9213,1991,0.9975,0.4785,126,0.4037,0.194191,0.0357,
1064,17.9131,-1.6812,29.9376,-0.3367,28.7288,1.3445,-1.2088,1.8080,1.0605,30.8594,2.8925,1994,0.9970,0.4819,126,0.4265,0.194218,0.1775,
1065,17.9299,-1.6611,29.3377,-0.2438,28.0015,1.4173,-1.3362,1.9479,1.1707,30.1341,2.9417,1991,0.9945,0.4854,126,0.4186,0.194388,0.2153,
1066,17.9468,-1.6356,28.5556,-0.2338,27.1968,1.4018,-1.3588,1.9523,1.1993,29.3302,2.9388,1984,0.9920,0.4895,128,0.4836,0.194633,0.3672,
1067,17.9636,-1.6072,27.8399,-0.1854,26.4697,1.4218,-1.3702,1.9746,1.2663,28.6040,2.9734,1982,0.9860,0.4935,130,0.5581,0.194660,0.0542,
1068,17.9804,-1.7504,27.0785,-0.2804,25.7007,1.4700,-1.3778,2.0148,1.1917,27.8320,3.0371,1992,0.9965,0.4951,132,0.5268,0.194350,0.2588,
1069,17.9973,-1.4788,26.1528,-0.4265,24.8779,1.0523,-1.2749,1.6531,1.0677,27.0079,2.6862,1985,0.9925,0.4977,136,0.5910,0.194120,0.2234,
1070,18.0141,-1.8820,25.3822,-0.5269,24.0169,1.3551,-1.3653,1.9236,0.9889,26.1452,2.9706,1982,0.9930,0.5032,132,0.4982,0.194592,0.0508,
1071,18.0309,-1.9173,24.3396,-0.5740,22.9995,1.3433,-1.3401,1.8975,0.9689,25.1278,2.9919,1963,0.9780,0.5070,132,0.5736,0.194434,0.0965,
1072,18.0478,-1.3881,22.9742,-0.5788,21.7713,0.8093,-1.2029,1.4498,0.9982,23.9061,2.5618,1961,0.9800,0.5105,132,0.6885,0.193913,0.4596,
1073,18.0646,-1.1706,21.5425,-0.5755,20.2838,0.5951,-1.2587,1.3923,1.0403,22.4313,2.3829,1961,0.9750,0.5167,125,0.6538,0.194057,0.6368,
1074,18.0814,-2.2059,20.1535,-0.5732,18.6118,1.6327,-1.5417,2.2456,1.0892,20.7585,3.3502,1946,0.9735,0.5263,120,0.7989,0.194678,0.5260,
1075,18.0983,-1.7319,18.1960,-0.5242,16.7072,1.2077,-1.4888,1.9170,1.1887,18.8642,2.9961,1947,0.9575,0.5335,109,0.7235,0.194660,0.0946,
1076,18.1151,-2.5661,16.0961,-0.4243,14.6519,2.1418,-1.4442,2.5832,1.3510,16.8080,3.9813,1902,0.9635,0.5441,109,0.8091,0.195024,1.0645,
1077,18.1320,-0.4454,14.2302,-0.3267,12.3182,0.1187,-1.9120,1.9157,1.5012,14.5019,1.9655,1888,0.9425,0.5500,94,0.8691,0.194434,1.0512,
1078,18.1488,0.6024,11.7070,-0.2818,9.8138,-0.8842,-1.8932,2.0895,1.6267,12.0361,1.0759,1901,0.9345,0.5514,70,0.9891,0.192436,1.9986,
1079,18.1656,-0.2581,9.5901,-0.3530,7.1414,-0.0949,-2.4487,2.4505,1.6415,9.3821,1.9110,1924,0.9245,0.5660,77,0.9186,0.193329,1.3151,
1080,18.1825,-1.0510,6.6723,-0.2597,4.2561,0.7913,-2.4162,2.5425,1.8019,6.5002,2.8581,1303,0.2346,0.5903,57,0.7670,0.196074,2.3949,
1081,18.1993,-0.2323,3.1409,-0.4750,1.5060,-0.2427,-1.6349,1.6528,1.6818,3.7648,2.0132,1355,0.5700,0.5948,67,1.0540,0.192745,1.2674,
1082,18.2161,0.2052,0.0988,-0.6743,-1.0068,-0.8795,-1.1056,1.4128,1.5358,1.2555,1.7631,1815,0.6330,0.6175,64,0.9138,0.193934,1.5139,
1083,18.2330,-1.1442,-3.8227,-0.7344,-4.6190,0.4098,-0.7963,0.8956,1.5633,-2.3296,3.0919,1606,0.6608,0.6308,80,0.8749,0.195049,0.9166,
1084,18.2498,-0.5794,-6.9518,-0.8174,-7.8084,-0.2380,-0.8566,0.8890,1.6186,-5.4952,2.6368,1801,0.5043,0.6331,64,0.9741,0.192873,1.0764,
1085,18.2666,-1.6734,-9.8085,-1.0078,-10.8548,0.6656,-1.0463,1.2401,1.4966,-8.5335,3.4168,1712,0.7139,0.6610,72,0.7675,0.195798,0.1802,
1086,18.2835,-1.3162,-10.9485,-0.9119,-14.2499,0.4043,-3.3014,3.3261,1.7033,-11.9080,3.1683,1230,0.2786,0.6603,76,0.9699,0.194524,3.0074,
1087,18.3003,-1.0333,-15.3993,-1.1185,-17.6734,-0.0852,-2.2741,2.2757,1.6210,-15.3130,2.6557,1373,0.4750,0.6773,112,0.9524,0.193879,0.4245,
1088,18.3171,-1.3278,-18.6669,-1.3564,-20.7846,-0.0286,-2.1177,2.1179,1.4828,-18.4335,2.8203,1797,0.7055,0.6997,63,0.8721,0.194503,0.8626,
1089,18.3340,-1.6298,-23.4676,-1.5226,-24.1490,0.1072,-0.6814,0.6898,1.4334,-21.7672,3.5035,1645,0.6945,0.7134,50,0.9285,0.194453,2.1564,
1090,18.3508,-0.3698,-27.0581,-1.5777,-27.7476,-1.2079,-0.6895,1.3908,1.5050,-25.3015,2.5691,1749,0.7565,0.7259,53,0.9904,0.193530,1.0121,
1091,18.3676,-2.0159,-29.9307,-1.7231,-31.9940,0.2928,-2.0633,2.0840,1.5279,-29.5252,3.5669,1667,0.5715,0.7422,160,0.8344,0.194524,0.2069,
1092,18.3845,-1.3861,-32.9989,-1.8175,-35.2081,-0.4314,-2.2092,2.2509,1.5567,-32.7051,2.9574,1921,0.9070,0.7540,166,0.8362,0.194267,0.6895,
1093,18.4013,-1.1833,-36.2001,-1.8849,-38.4073,-0.7016,-2.2072,2.3160,1.6082,-35.8661,2.8114,1947,0.9530,0.7682,170,0.8206,0.194351,0.8505,
1094,18.4182,-1.3473,-39.3020,-1.9258,-41.4633,-0.5785,-2.1613,2.2374,1.6844,-38.8906,3.0595,1910,0.9290,0.7820,169,0.8196,0.194477,0.1944,
1095,18.4350,-1.5485,-42.4383,-1.9661,-44.4674,-0.4176,-2.0291,2.0716,1.7607,-41.8751,3.3568,1956,0.9630,0.7971,164,0.8184,0.194432,1.8162,
1096,18.4518,-1.3248,-45.2656,-1.9914,-47.4784,-0.6666,-2.2128,2.3110,1.8519,-44.8584,3.2027,1938,0.9625,0.8089,170,0.8065,0.194614,1.3995,
1097,18.4687,-1.4028,-48.1100,-2.0835,-50.4774,-0.6807,-2.3674,2.4633,1.8779,-47.8321,3.2924,1918,0.9450,0.8208,174,0.8330,0.194731,,
1098,18.4855,-2.0612,-51.2110,-2.2286,-53.4102,-0.1674,-2.1992,2.2056,1.8521,-50.7636,3.9388,1951,0.9685,0.8373,160,0.7661,0.194904,,
1099,18.5023,-1.8955,-54.0927,-2.4165,-56.2366,-0.5210,-2.1439,2.2063,1.7774,-53.5858,3.7077,1938,0.9500,0.8495,157,0.7538,0.194722,,
1100,18.5192,-1.3159,-56.6150,-2.5858,-59.2096,-1.2699,-2.5946,2.8887,1.7236,-56.5308,3.0407,1894,0.9175,0.8575,174,0.7837,0.194539,,
1101,18.5360,-1.5830,-59.6146,-2.7650,-62.2295,-1.1820,-2.6149,2.8696,1.6624,-59.5301,3.2465,1945,0.9630,0.8718,181,0.8120,0.194547,,
1102,18.5528,-1.9190,-62.5606,-2.9351,-65.2259,-1.0161,-2.6653,2.8524,1.6093,-62.5072,3.5287,1952,0.9743,0.8826,179,0.8180,0.194892,,
1103,18.5697,-1.3554,-65.5948,-3.1174,-68.4347,-1.7620,-2.8399,3.3421,1.5511,-65.6865,2.9079,1911,0.9373,0.8861,165,0.8542,0.194262,,
1104,18.5865,-1.7876,-69.3685,-3.2615,-71.7004,-1.4739,-2.3319,2.7586,1.5423,-68.9309,3.3585,1911,0.9638,0.8959,167,0.7878,0.194443,,
1105,18.6033,-1.5722,-72.3980,-3.3673,-74.9968,-1.7951,-2.5988,3.1585,1.5695,-72.1993,3.1480,1918,0.9626,0.9007,163,0.7610,0.194255,,
1106,18.6202,-1.1702,-75.8721,-3.4529,-78.3750,-2.2827,-2.5029,3.3875,1.6157,-75.5293,2.8069,1916,0.9551,0.8946,165,0.8217,0.194298,,
1107,18.6370,-1.1094,-79.2446,-3.5080,-81.7734,-2.3986,-2.5288,3.4854,1.6850,-78.8753,2.8187,1874,0.9511,0.8938,156,0.8350,0.194358,,
1108,18.6539,-1.4720,-82.7150,-3.5044,-85.2540,-2.0324,-2.5390,3.2523,1.8277,-82.3238,3.3228,1878,0.9594,0.9015,154,0.7426,0.194404,,
1109,18.6707,-0.3515,-86.0839,-3.4842,-88.7214,-3.1327,-2.6375,4.0951,1.9857,-85.7235,2.3648,1891,0.9708,0.8898,148,0.8334,0.193937,,
1110,18.6875,-0.7430,-89.2114,-3.5346,-91.9898,-2.7916,-2.7784,3.9386,2.0524,-88.9383,2.8087,1744,0.7838,0.8834,171,0.9029,0.194381,,
1111,18.7044,-1.5831,-92.3666,-3.6808,-95.2336,-2.0977,-2.8670,3.5525,2.0333,-92.1625,3.6222,1942,0.9828,0.8841,164,0.8139,0.194875,,
1112,18.7212,-1.2065,-95.5339,-3.8444,-98.4813,-2.6379,-2.9474,3.9555,1.9878,-95.3768,3.1982,1934,0.9909,0.8697,164,0.8714,0.194703,,
1113,18.7380,-1.4141,-98.6940,-4.0102,-101.7209,-2.5961,-3.0269,3.9877,1.9459,-98.5871,3.3617,1901,0.9626,0.8582,172,0.8521,0.194693,,
1114,18.7549,-1.2587,-101.6393,-4.1954,-104.8101,-2.9367,-3.1708,4.3218,1.8770,-101.6454,3.1357,1961,0.9794,0.8437,160,0.8490,0.194852,,
1115,18.7717,-1.5119,-104.4023,-4.3867,-107.8049,-2.8748,-3.4026,4.4545,1.7939,-104.6129,3.3125,1952,0.9764,0.8316,164,0.8835,0.194917,,
1116,18.7885,-1.5532,-107.5178,-4.5703,-110.7582,-3.0171,-3.2404,4.4275,1.7230,-107.5522,3.2764,1961,0.9794,0.8209,151,0.8161,0.194735,,
1117,18.8054,-1.4989,-110.4269,-4.7598,-113.4781,-3.2609,-3.0512,4.4658,1.6435,-110.2602,3.1468,1915,0.9673,0.8098,160,0.7841,0.194563,,
1118,18.8222,-1.2897,-112.8623,-4.9547,-116.1764,-3.6650,-3.3141,4.9412,1.5595,-112.9425,2.8503,1941,0.9798,0.7981,143,0.7126,0.194348,,
1119,18.8390,-2.1370,-115.9277,-5.1475,-118.7900,-3.0105,-2.8623,4.1540,1.4709,-115.5560,3.6270,1942,0.9853,0.7881,152,0.7563,0.194879,,
1120,18.8559,-2.0359,-118.2865,-5.3435,-121.3673,-3.3076,-3.0808,4.5201,1.3763,-118.1256,3.4160,1953,0.9854,0.7765,163,0.8123,0.194775,,
1121,18.8727,-2.0862,-121.0316,-5.5264,-124.0821,-3.4402,-3.0505,4.5979,1.3020,-120.8180,3.3949,1946,0.9798,0.7624,157,0.7584,0.195508,,
1122,18.8896,-2.2293,-123.8242,-5.6515,-126.8830,-3.4222,-3.0588,4.5900,1.2784,-123.6010,3.5148,1903,0.9712,0.7485,166,0.8612,0.195226,,
1123,18.9064,-2.2106,-126.4719,-5.7587,-129.5639,-3.5481,-3.0920,4.7063,1.2758,-126.2638,3.4926,1925,0.9760,0.7393,158,0.7529,0.195492,,
1124,18.9232,-1.9162,-128.8079,-5.8959,-131.9817,-3.9797,-3.1738,5.0903,1.2301,-128.6676,3.1494,1894,0.9578,0.7277,174,0.8264,0.194893,,
1125,18.9401,-2.0668,-131.2724,-6.0298,-134.3505,-3.9630,-3.0781,5.0180,1.1908,-131.0208,3.2673,1921,0.9802,0.7189,150,0.6779,0.195462,,
1126,18.9569,-2.7469,-133.3105,-6.1307,-136.6356,-3.3838,-3.3251,4.7441,1.1727,-133.3033,3.9196,1921,0.9736,0.7098,163,0.8497,0.195723,,
1127,18.9737,-2.3258,-135.7949,-6.2335,-138.8644,-3.9077,-3.0695,4.9691,1.1563,-135.5296,3.4922,1897,0.9627,0.7012,159,0.7635,0.195164,,
1128,18.9906,-2.6907,-138.2632,-6.3773,-141.0278,-3.6866,-2.7646,4.6080,1.0940,-137.7001,3.8264,1910,0.9756,0.6899,149,0.7368,0.195545,,
1129,19.0074,-2.1147,-140.3448,-6.5185,-143.2412,-4.4038,-2.8964,5.2709,1.0417,-139.9007,3.1875,1923,0.9727,0.6792,151,0.6945,0.195731,,
1130,19.0242,-2.3558,-142.3944,-6.6705,-145.3662,-4.3147,-2.9718,5.2391,0.9687,-142.0212,3.3454,1920,0.9791,0.6689,167,0.8336,0.195466,,
1131,19.0411,-2.3946,-144.5393,-6.7688,-147.4968,-4.3742,-2.9575,5.2802,0.9539,-144.1458,3.3715,1917,0.9806,0.6627,147,0.6681,0.195643,,
1132,19.0579,-2.0364,-146.4845,-6.8642,-149.5572,-4.8278,-3.0727,5.7227,0.9328,-146.1933,2.9834,1921,0.9807,0.6489,157,0.7917,0.195126,,
1133,19.0747,-2.5046,-148.6845,-6.9891,-151.6874,-4.4845,-3.0029,5.3970,0.8873,-148.3214,3.4113,1927,0.9727,0.6416,154,0.7651,0.195453,,
1134,19.0916,-2.4710,-151.0683,-7.0986,-154.0989,-4.6276,-3.0306,5.5317,0.8739,-150.7209,3.3629,1872,0.9431,0.6332,148,0.6301,0.195826,,
1135,19.1084,-2.1896,-153.7356,-7.1896,-156.7132,-5.0000,-2.9776,5.8195,0.8874,-153.3146,3.1057,1909,0.9598,0.6200,142,0.6139,0.195633,,
1136,19.1253,-2.4810,-156.3821,-7.2283,-159.4003,-4.7473,-3.0182,5.6255,0.9491,-155.9910,3.4523,1905,0.9736,0.6090,150,0.7268,0.195458,,
1137,19.1421,-1.9671,-158.8812,-7.2747,-161.9218,-5.3076,-3.0406,6.1169,0.9996,-158.4902,2.9924,1929,0.9711,0.5962,140,0.6837,0.195590,,
1138,19.1589,-2.5212,-161.2253,-7.3267,-164.2798,-4.8055,-3.0545,5.6941,1.0383,-160.8431,3.5800,1889,0.9568,0.5898,146,0.6564,0.195676,,
1139,19.1758,-2.4353,-163.6231,-7.3871,-166.5988,-4.9518,-2.9757,5.7771,1.0695,-163.1540,3.5361,1926,0.9723,0.5796,136,0.5826,0.195831,,
1140,19.1926,-2.6767,-165.8406,-7.5103,-168.7475,-4.8336,-2.9069,5.6404,1.0262,-165.3020,3.7419,1772,0.8579,0.5690,139,0.6125,0.195872,,
1141,19.2094,-2.4501,-167.9616,-7.7018,-170.8963,-5.2517,-2.9347,6.0160,0.9158,-167.4481,3.4048,1927,0.9924,0.5589,139,0.5884,0.195560,,
1142,19.2263,-2.5478,-170.1808,-7.8643,-173.1204,-5.3165,-2.9396,6.0751,0.8425,-169.6688,3.4287,1931,0.9828,0.5514,136,0.5395,0.195717,,
1143,19.2431,-2.5379,-172.2066,-8.0536,-175.0752,-5.5157,-2.8686,6.2171,0.7303,-171.6225,3.3200,1937,0.9849,0.5419,137,0.5341,0.195624,,
1144,19.2599,-2.3087,-173.9238,-8.2431,-176.8202,-5.9344,-2.8964,6.6035,0.6046,-173.3635,2.9667,1956,0.9894,0.5299,135,0.6748,0.194942,,
1145,19.2768,-2.9825,-175.1281,-8.3434,-178.0316,-5.3609,-2.9035,6.0967,0.5447,-174.5789,3.5697,1922,0.9668,0.5267,128,0.7272,0.195182,,
1146,19.2936,-2.8554,-176.5692,-8.4888,-179.4998,-5.6334,-2.9306,6.3501,0.4538,-176.0477,3.3500,1963,0.9890,0.5211,129,0.7018,0.195381,,
1147,19.3104,-3.5996,-178.3292,-8.6298,-180.9498,-5.0302,-2.6206,5.6719,0.3679,-177.5097,4.0513,1961,0.9899,0.5195,129,0.7456,0.195726,,
1148,19.3273,-3.1105,-179.3804,-8.7244,-182.2052,-5.6139,-2.8248,6.2845,0.3211,-178.7681,3.4858,1939,0.9784,0.5115,134,0.6367,0.195493,,
1149,19.3441,-3.1770,-180.5077,-8.8199,-183.2701,-5.6429,-2.7624,6.2828,0.2673,-179.8356,3.5093,1933,0.9819,0.5073,132,0.6002,0.195746,,
1150,19.3610,-3.4308,-181.3961,-8.9142,-184.1208,-5.4834,-2.7247,6.1230,0.2055,-180.6922,3.7038,1938,0.9855,0.5049,135,0.6339,0.195551,,
1151,19.3778,-3.2691,-181.9908,-9.0049,-184.6974,-5.7358,-2.7066,6.3423,0.1377,-181.2721,3.4818,1961,0.9845,0.5017,131,0.5123,0.195753,,
1152,19.3946,-3.2303,-182.3759,-9.0507,-185.0944,-5.8204,-2.7185,6.4240,0.1077,-181.6706,3.4117,1968,0.9880,0.4997,129,0.4936,0.195632,,
1153,19.4115,-4.0441,-182.8862,-9.1009,-185.2886,-5.0568,-2.4024,5.5985,0.0639,-181.8684,4.2322,1970,0.9935,0.4977,132,0.6684,0.195599,,
1154,19.4283,-3.4818,-182.6607,-9.1574,-185.3360,-5.6756,-2.6753,6.2745,0.0091,-181.9183,3.5690,1989,0.9965,0.4995,130,0.5315,0.195644,,
1155,19.4451,-3.3580,-182.6982,-9.1972,-185.3356,-5.8392,-2.6374,6.4072,-0.0308,-181.9196,3.4171,1986,0.9980,0.4993,127,0.4924,0.195533,,
1156,19.4620,-3.5575,-182.7236,-9.1971,-185.3354,-5.6396,-2.6118,6.2150,-0.0307,-181.9193,3.6173,1983,0.9990,0.5001,130,0.5427,0.195527,,
1157,19.4788,-3.2798,-182.6623,-9.1500,-185.3315,-5.8702,-2.6692,6.4486,0.0163,-181.9135,3.3801,1992,0.9980,0.4990,128,0.5077,0.195485,,
1158,19.4956,-3.3138,-182.5897,-9.0585,-185.3301,-5.7447,-2.7404,6.3649,0.1079,-181.9080,3.4889,1995,0.9980,0.4987,132,0.5512,0.195376,,
1159,19.5125,-3.0762,-182.6678,-8.9620,-185.3172,-5.8858,-2.6494,6.4546,0.2039,-181.8910,3.3708,1995,0.9980,0.4997,125,0.4993,0.195717,,
1160,19.5293,-2.9581,-182.5977,-8.8174,-185.3131,-5.8593,-2.7154,6.4579,0.3483,-181.8806,3.3833,1996,0.9985,0.4976,134,0.5631,0.195209,,
1161,19.5461,-2.6363,-182.5600,-8.6238,-185.3116,-5.9875,-2.7516,6.5895,0.5414,-181.8706,3.2516,1994,0.9990,0.4954,130,0.6162,0.195151,,
1162,19.5630,-2.6232,-182.5582,-8.3305,-185.2636,-5.7073,-2.7054,6.3160,0.8340,-181.8097,3.5373,1994,0.9970,0.4998,133,0.5323,0.195531,,
1163,19.5798,-2.3813,-182.5000,-7.9495,-185.2395,-5.5682,-2.7395,6.2056,1.2164,-181.7688,3.6713,1993,0.9980,0.5000,135,0.5851,0.195483,,
1164,19.5966,-2.0476,-182.5351,-7.6171,-185.1932,-5.5695,-2.6581,6.1713,1.5490,-181.7075,3.6906,1995,0.9985,0.5002,131,0.5174,0.195655,,
1165,19.6135,-1.3459,-182.4158,-7.3830,-185.1876,-6.0371,-2.7718,6.6430,1.7825,-181.6917,3.2111,1988,0.9985,0.4999,127,0.4995,0.195707,,
1166,19.6303,-1.3331,-182.3705,-7.1596,-185.1785,-5.8265,-2.8080,6.4678,2.0062,-181.6728,3.4114,1988,0.9985,0.5005,130,0.4797,0.195621,,
1167,19.6472,-0.9323,-182.3901,-6.9632,-185.1666,-6.0309,-2.7765,6.6393,2.2020,-181.6522,3.2200,1995,0.9990,0.5001,130,0.5224,0.195642,,
1168,19.6640,-0.6342,-182.2962,-6.7810,-185.1478,-6.1468,-2.8516,6.7760,2.3829,-181.6255,3.0907,1990,1.0000,0.4969,138,0.6415,0.195252,,
1169,19.6808,-0.6393,-182.3035,-6.6808,-185.1033,-6.0415,-2.7998,6.6587,2.4814,-181.5767,3.2042,1999,1.0000,0.4994,134,0.5176,0.195584,,
1170,19.6977,-0.5696,-182.2902,-6.6491,-185.0866,-6.0795,-2.7964,6.6918,2.5123,-181.5587,3.1675,1959,0.9865,0.4998,133,0.5086,0.195694,,
1171,19.7145,-0.5812,-182.2209,-6.7104,-185.0424,-6.1292,-2.8215,6.7474,2.4493,-181.5172,3.1111,1999,1.0000,0.4990,135,0.5607,0.195356,,
1172,19.7313,-0.6857,-182.2234,-6.8324,-185.0418,-6.1467,-2.8184,6.7620,2.3274,-181.5219,3.0937,2000,1.0000,0.4997,133,0.5215,0.195546,,
1173,19.7482,-0.8328,-182.2216,-6.9787,-185.0379,-6.1459,-2.8163,6.7604,2.1812,-181.5245,3.0936,1998,0.9990,0.4993,132,0.5070,0.195428,,
1174,19.7650,-1.2648,-182.3056,-7.1240,-185.0353,-5.8592,-2.7297,6.4639,2.0352,-181.5284,3.3903,2000,1.0000,0.5015,130,0.4640,0.195601,,
1175,19.7818,-1.1227,-182.2589,-7.2306,-185.0271,-6.1079,-2.7682,6.7059,1.9283,-181.5250,3.1380,1999,1.0000,0.5009,129,0.4755,0.195517,,
1176,19.7987,-1.2732,-182.2174,-7.3275,-185.0226,-6.0543,-2.8052,6.6726,1.8313,-181.5248,3.1808,1998,0.9990,0.5002,131,0.4868,0.195451,,
1177,19.8155,-1.4474,-182.2129,-7.3957,-184.9877,-5.9483,-2.7748,6.5637,1.7615,-181.4930,3.2887,2000,1.0000,0.5012,130,0.4664,0.195404,,
1178,19.8323,-1.6241,-182.1710,-7.4463,-184.9465,-5.8222,-2.7755,6.4499,1.7090,-181.4540,3.4093,2000,1.0000,0.5011,132,0.5139,0.195374,,
1179,19.8492,-1.7276,-182.1760,-7.4535,-184.9230,-5.7259,-2.7470,6.3507,1.7008,-181.4307,3.5085,1999,1.0000,0.5019,132,0.4996,0.195391,,
1180,19.8660,-1.5320,-182.1938,-7.4274,-184.8814,-5.8954,-2.6876,6.4791,1.7252,-181.3880,3.3554,1997,0.9995,0.5023,128,0.4729,0.195580,,
1181,19.8829,-1.3784,-182.1137,-7.3428,-184.8332,-5.9644,-2.7195,6.5551,1.8079,-181.3361,3.2798,1999,0.9995,0.5020,130,0.4797,0.195443,,
1182,19.8997,-1.3981,-182.0839,-7.2461,-184.7853,-5.8480,-2.7014,6.4418,1.9028,-181.2838,3.3965,1994,0.9990,0.5020,130,0.4809,0.195527,,
1183,19.9165,-1.0660,-181.9394,-7.1162,-184.7387,-6.0502,-2.7993,6.6664,2.0306,-181.2316,3.1765,1996,0.9985,0.5003,134,0.5598,0.195418,,
1184,19.9334,-1.3073,-181.9529,-7.0164,-184.6917,-5.7091,-2.7388,6.3320,2.1291,-181.1799,3.5223,1994,0.9985,0.5022,139,0.6219,0.195360,,
1185,19.9502,-0.9929,-181.9042,-6.9651,-184.6458,-5.9722,-2.7416,6.5714,2.1785,-181.1317,3.2641,1998,0.9990,0.5025,132,0.4807,0.195394,,
1186,19.9670,-0.9115,-181.8194,-6.9659,-184.5981,-6.0544,-2.7787,6.6616,2.1757,-181.0842,3.1735,1998,1.0000,0.5013,137,0.5639,0.195415,,
1187,19.9839,-1.1350,-181.7865,-7.0625,-184.5078,-5.9275,-2.7213,6.5223,2.0751,-180.9983,3.3055,1998,0.9995,0.5032,130,0.4877,0.195375,,
1188,20.0007,-1.3874,-181.7197,-7.1575,-184.4491,-5.7701,-2.7294,6.3831,1.9774,-180.9437,3.4531,1999,1.0000,0.5029,135,0.5629,0.195380,,
