frame,t_s,ref_X_mm,ref_Y_mm,est_X_mm,est_Y_mm,err_X_mm,err_Y_mm,err_norm_mm,est_oracle_X_mm,est_oracle_Y_mm,err_oracle_mm,tracked_points,inlier_ratio,roi_visible,ref_corners,ref_rms_px,mm_per_px,xcheck_mm,flags
592,9.9667,-0.1936,-0.0310,-0.2551,0.0099,-0.0615,0.0409,0.0739,-0.2552,0.0098,0.0739,2000,1.0000,0.6087,173,0.5989,0.193754,0.1932,
593,9.9835,-0.3485,-0.0466,-0.2575,0.0098,0.0910,0.0564,0.1071,-0.2577,0.0097,0.1068,1998,1.0000,0.6100,167,0.4999,0.193783,0.3622,
594,10.0004,-0.3100,-0.0388,-0.2589,0.0095,0.0511,0.0483,0.0703,-0.2590,0.0094,0.0702,2000,1.0000,0.6098,168,0.5047,0.193781,0.0857,
595,10.0172,-0.5345,-0.0319,-0.2596,0.0094,0.2749,0.0413,0.2780,-0.2598,0.0093,0.2778,1997,1.0000,0.6105,163,0.4218,0.193772,0.1493,
596,10.0340,-0.4017,-0.0652,-0.3089,0.0090,0.0928,0.0742,0.1188,-0.3089,0.0088,0.1187,2000,1.0000,0.6096,166,0.5049,0.193728,0.0860,
597,10.0509,-0.5498,-0.0552,-0.3554,0.0077,0.1944,0.0629,0.2043,-0.3553,0.0076,0.2044,2000,1.0000,0.6103,163,0.4145,0.193764,0.1086,
598,10.0677,-0.5799,-0.0933,-0.3596,0.0070,0.2203,0.1003,0.2421,-0.3595,0.0068,0.2421,2000,1.0000,0.6101,162,0.4404,0.193626,0.0675,
599,10.0845,-0.4293,-0.0346,-0.3159,0.0072,0.1134,0.0418,0.1209,-0.3158,0.0070,0.1209,2000,1.0000,0.6102,164,0.4447,0.193774,0.0325,
600,10.1014,-0.2298,-0.0344,-0.2360,0.0094,-0.0062,0.0438,0.0442,-0.2362,0.0092,0.0441,1991,0.9975,0.6099,168,0.4852,0.193803,0.0664,
601,10.1182,-0.2592,-0.0516,-0.1567,0.0097,0.1025,0.0613,0.1194,-0.1569,0.0096,0.1192,2000,1.0000,0.6110,165,0.4654,0.193955,0.0776,
602,10.1350,-0.1819,-0.0158,-0.0694,0.0104,0.1125,0.0262,0.1155,-0.0696,0.0103,0.1153,2000,1.0000,0.6103,164,0.4371,0.193813,0.0792,
603,10.1519,-0.1205,-0.0343,-0.0267,0.0106,0.0938,0.0449,0.1040,-0.0270,0.0106,0.1037,1999,1.0000,0.6103,164,0.4514,0.193814,0.1054,
604,10.1687,0.0933,-0.0799,0.0193,0.0107,-0.0740,0.0906,0.1170,0.0186,0.0107,0.1174,2000,1.0000,0.6090,175,0.6564,0.193967,0.0605,
605,10.1855,-0.0165,-0.0346,0.0656,0.0110,0.0821,0.0456,0.0939,0.0649,0.0111,0.0934,1999,0.9995,0.6098,169,0.5153,0.193860,0.0417,
606,10.2024,-0.1008,-0.0398,0.1133,0.0116,0.2141,0.0514,0.2202,0.1125,0.0116,0.2194,2000,1.0000,0.6102,164,0.4545,0.193745,0.1832,
607,10.2192,0.0113,-0.0218,0.1539,0.0117,0.1426,0.0335,0.1465,0.1531,0.0118,0.1457,2000,1.0000,0.6100,165,0.4605,0.193771,0.1019,
608,10.2361,-0.0230,-0.0065,0.1559,0.0119,0.1789,0.0184,0.1798,0.1552,0.0120,0.1792,2000,1.0000,0.6100,166,0.4685,0.193778,0.0594,
609,10.2529,0.2475,-0.0512,0.1469,0.0117,-0.1006,0.0629,0.1186,0.1462,0.0118,0.1193,2000,1.0000,0.6086,174,0.6709,0.193900,0.3000,
610,10.2697,-0.2643,-0.0154,0.1017,0.0113,0.3660,0.0267,0.3670,0.1010,0.0113,0.3663,2000,1.0000,0.6103,163,0.4511,0.193787,0.2207,
611,10.2866,-0.3190,-0.0455,0.0519,0.0067,0.3709,0.0522,0.3746,0.0512,0.0067,0.3739,1998,1.0000,0.6101,163,0.4722,0.193748,0.3446,
612,10.3034,-0.2929,-0.0284,0.0066,0.0053,0.2995,0.0337,0.3014,0.0059,0.0053,0.3007,2000,1.0000,0.6103,165,0.4856,0.193815,0.0625,
613,10.3202,-0.1897,-0.0318,0.0063,0.0052,0.1960,0.0370,0.1995,0.0056,0.0052,0.1988,1997,1.0000,0.6100,168,0.5155,0.193855,0.0817,
614,10.3371,-0.1291,-0.0464,0.0141,0.0043,0.1432,0.0507,0.1519,0.0134,0.0043,0.1513,2000,1.0000,0.6099,167,0.5006,0.193818,0.0185,
615,10.3539,-0.0389,-0.0479,0.0528,0.0006,0.0917,0.0485,0.1037,0.0520,0.0006,0.1030,2000,1.0000,0.6096,169,0.5129,0.193809,0.0320,
616,10.3707,-0.0203,-0.0619,0.0958,-0.0012,0.1161,0.0607,0.1310,0.0948,-0.0010,0.1302,2000,1.0000,0.6101,169,0.5117,0.193819,0.0878,
617,10.3876,-0.1916,-0.1339,0.0973,-0.0021,0.2889,0.1318,0.3175,0.0963,-0.0020,0.3167,2000,1.0000,0.6099,163,0.5103,0.193667,0.1256,
618,10.4044,-0.0207,-0.1185,0.0966,-0.0022,0.1173,0.1163,0.1652,0.0956,-0.0021,0.1645,1998,1.0000,0.6093,172,0.5870,0.193906,0.0828,
619,10.4212,-0.0705,-0.1050,0.0937,-0.0046,0.1642,0.1004,0.1925,0.0927,-0.0045,0.1917,1999,0.9995,0.6101,167,0.4967,0.193816,0.1047,
620,10.4381,-0.2921,-0.1134,0.1264,-0.0130,0.4185,0.1004,0.4304,0.1255,-0.0129,0.4295,2000,1.0000,0.6118,164,0.4802,0.193943,0.2069,
621,10.4549,-0.1323,-0.0822,0.1667,-0.0143,0.2990,0.0679,0.3066,0.1658,-0.0141,0.3058,2000,1.0000,0.6108,165,0.4734,0.193873,0.0198,
622,10.4717,-0.0601,-0.0690,0.1999,-0.0162,0.2600,0.0528,0.2653,0.1989,-0.0159,0.2644,2000,1.0000,0.6106,166,0.4761,0.193890,0.0278,
623,10.4886,-0.0125,-0.0854,0.1999,-0.0175,0.2124,0.0679,0.2230,0.1989,-0.0172,0.2221,1998,0.9995,0.6105,168,0.5193,0.193878,0.0586,
624,10.5054,-0.1080,-0.2632,0.1044,-0.1574,0.2124,0.1058,0.2373,0.1040,-0.1571,0.2371,1988,0.9950,0.6112,166,0.5411,0.193818,0.1903,
625,10.5223,-0.4972,-0.8144,-0.0823,-0.6420,0.4149,0.1724,0.4493,-0.0808,-0.6415,0.4509,1986,0.9965,0.6130,163,0.4759,0.193771,0.1972,
626,10.5391,-0.3886,-1.0342,-0.2760,-0.9899,0.1126,0.0443,0.1210,-0.2726,-0.9887,0.1246,1991,0.9985,0.6138,169,0.6050,0.193863,0.1581,
627,10.5559,-0.7464,-1.1142,-0.3764,-1.0405,0.3700,0.0737,0.3773,-0.3727,-1.0395,0.3811,1997,0.9985,0.6154,162,0.4642,0.193825,0.0603,
628,10.5728,-0.9324,-1.2460,-0.4688,-1.1872,0.4636,0.0588,0.4673,-0.4648,-1.1865,0.4714,1998,0.9990,0.6164,162,0.4389,0.193940,0.1922,
629,10.5896,-0.8339,-1.4568,-0.5432,-1.3824,0.2907,0.0744,0.3001,-0.5387,-1.3816,0.3046,1989,0.9985,0.6171,167,0.5041,0.193954,0.2359,
630,10.6064,-0.8771,-1.5525,-0.5863,-1.5312,0.2908,0.0213,0.2916,-0.5812,-1.5303,0.2967,1970,0.9890,0.6173,166,0.4608,0.193858,0.0591,
631,10.6233,-1.0454,-1.6858,-0.6331,-1.6283,0.4123,0.0575,0.4163,-0.6277,-1.6275,0.4217,2000,1.0000,0.6176,162,0.4424,0.193770,0.0865,
632,10.6401,-1.1096,-1.7468,-0.6346,-1.7251,0.4750,0.0217,0.4755,-0.6288,-1.7242,0.4813,2000,1.0000,0.6184,163,0.4389,0.193860,0.3270,
633,10.6569,-1.0306,-1.8853,-0.6361,-1.8229,0.3945,0.0624,0.3994,-0.6299,-1.8221,0.4057,2000,1.0000,0.6190,163,0.4583,0.193745,0.0596,
634,10.6738,-0.9738,-1.9348,-0.6401,-1.9207,0.3337,0.0141,0.3340,-0.6335,-1.9196,0.3406,2000,1.0000,0.6187,167,0.5146,0.193922,0.0860,
635,10.6906,-0.8243,-2.1884,-0.6497,-2.0652,0.1746,0.1232,0.2137,-0.6424,-2.0635,0.2207,2000,1.0000,0.6175,164,0.6429,0.193833,0.2234,
636,10.7074,-1.0044,-2.2831,-0.6977,-2.2590,0.3067,0.0241,0.3076,-0.6895,-2.2569,0.3160,1999,0.9995,0.6197,167,0.5287,0.193853,0.0444,
637,10.7243,-1.2394,-2.4492,-0.7453,-2.4540,0.4941,-0.0048,0.4941,-0.7361,-2.4520,0.5033,1997,0.9985,0.6214,162,0.4207,0.193815,0.1466,
638,10.7411,-1.2269,-2.5804,-0.7926,-2.6006,0.4343,-0.0202,0.4348,-0.7828,-2.5988,0.4445,1999,1.0000,0.6218,162,0.4434,0.193800,0.1211,
639,10.7580,-1.2331,-2.7049,-0.7912,-2.7407,0.4419,-0.0358,0.4433,-0.7807,-2.7388,0.4537,1998,0.9990,0.6227,162,0.4371,0.193794,0.1410,
640,10.7748,-1.0507,-2.8315,-0.7886,-2.8863,0.2621,-0.0548,0.2678,-0.7775,-2.8840,0.2782,1998,0.9990,0.6227,166,0.5022,0.193856,0.0915,
641,10.7916,-1.2992,-2.9851,-0.8200,-3.0335,0.4792,-0.0484,0.4816,-0.8081,-3.0314,0.4933,1999,0.9995,0.6237,162,0.4432,0.193775,0.2180,
642,10.8085,-1.4320,-3.1091,-0.8680,-3.1746,0.5640,-0.0655,0.5678,-0.8553,-3.1729,0.5802,2000,1.0000,0.6246,160,0.4386,0.193817,0.2100,
643,10.8253,-1.3970,-3.2770,-0.9583,-3.3324,0.4387,-0.0554,0.4422,-0.9447,-3.3310,0.4555,1997,0.9990,0.6255,162,0.4574,0.193903,0.1184,
644,10.8421,-1.5473,-3.4628,-1.0091,-3.5058,0.5382,-0.0430,0.5399,-0.9945,-3.5048,0.5544,1997,0.9995,0.6261,162,0.4524,0.193788,0.3151,
645,10.8590,-1.4915,-3.5885,-1.0088,-3.6435,0.4827,-0.0550,0.4858,-0.9933,-3.6425,0.5011,1998,0.9990,0.6265,162,0.4589,0.193711,0.1486,
646,10.8758,-1.3848,-3.6517,-0.9828,-3.7407,0.4020,-0.0890,0.4117,-0.9666,-3.7395,0.4273,1991,0.9990,0.6267,161,0.4308,0.193645,0.1323,
647,10.8926,-1.5067,-3.7913,-0.9656,-3.8382,0.5411,-0.0469,0.5431,-0.9487,-3.8369,0.5599,2000,1.0000,0.6277,161,0.4401,0.193741,0.1321,
648,10.9095,-1.4624,-3.9027,-0.9608,-3.9645,0.5016,-0.0618,0.5054,-0.9430,-3.9632,0.5229,1997,0.9990,0.6281,162,0.4331,0.193808,0.1713,
649,10.9263,-1.4108,-3.9940,-0.9529,-4.0776,0.4579,-0.0836,0.4655,-0.9344,-4.0762,0.4834,1999,0.9995,0.6285,162,0.4304,0.193853,0.0625,
650,10.9431,-1.3968,-4.1729,-0.9130,-4.1834,0.4838,-0.0105,0.4839,-0.8937,-4.1816,0.5032,1999,0.9995,0.6289,161,0.4376,0.193693,0.0687,
651,10.9600,-1.3424,-4.2026,-0.8629,-4.2817,0.4795,-0.0791,0.4860,-0.8429,-4.2795,0.5054,1998,0.9995,0.6294,162,0.4378,0.193793,0.0843,
652,10.9768,-1.2274,-4.2449,-0.8116,-4.3750,0.4158,-0.1301,0.4357,-0.7911,-4.3722,0.4545,2000,1.0000,0.6295,166,0.5379,0.193962,0.0877,
653,10.9937,-1.2492,-4.3524,-0.7594,-4.4683,0.4898,-0.1159,0.5033,-0.7381,-4.4651,0.5234,1997,0.9995,0.6300,162,0.4461,0.193737,0.1162,
654,11.0105,-1.2807,-4.4100,-0.7104,-4.5605,0.5703,-0.1505,0.5898,-0.6883,-4.5570,0.6104,1999,0.9995,0.6305,162,0.4506,0.193768,0.1294,
655,11.0273,-1.1520,-4.4749,-0.6946,-4.6555,0.4574,-0.1806,0.4918,-0.6718,-4.6518,0.5117,2000,1.0000,0.6307,162,0.4465,0.193771,0.0636,
656,11.0442,-1.2082,-4.5700,-0.6912,-4.7538,0.5170,-0.1838,0.5487,-0.6675,-4.7501,0.5699,1999,1.0000,0.6313,162,0.4452,0.193780,0.0290,
657,11.0610,-1.2031,-4.6995,-0.6896,-4.8589,0.5135,-0.1594,0.5377,-0.6650,-4.8552,0.5602,1999,0.9995,0.6319,162,0.4493,0.193788,0.3110,
658,11.0778,-1.1275,-4.7668,-0.6443,-4.9641,0.4832,-0.1973,0.5219,-0.6188,-4.9598,0.5441,1998,1.0000,0.6319,164,0.4741,0.193803,0.0936,
659,11.0947,-1.1191,-4.8897,-0.5986,-5.0876,0.5205,-0.1979,0.5569,-0.5719,-5.0829,0.5803,1991,0.9990,0.6325,162,0.4504,0.193752,0.3672,
660,11.1115,-1.0236,-5.0157,-0.5647,-5.2257,0.4589,-0.2100,0.5047,-0.5368,-5.2204,0.5281,1978,0.9930,0.6331,165,0.4460,0.193806,0.1105,
661,11.1283,-1.1239,-5.1307,-0.5556,-5.3730,0.5683,-0.2423,0.6178,-0.5262,-5.3677,0.6430,2000,1.0000,0.6339,162,0.4323,0.193731,0.1519,
662,11.1452,-1.1570,-5.2999,-0.5560,-5.5573,0.6010,-0.2574,0.6538,-0.5247,-5.5519,0.6807,2000,1.0000,0.6350,164,0.4498,0.193897,0.0482,
663,11.1620,-1.0815,-5.4278,-0.6037,-5.7582,0.4778,-0.3304,0.5809,-0.5703,-5.7529,0.6058,1999,0.9995,0.6349,166,0.4984,0.193866,0.3022,
664,11.1788,-1.2387,-5.7081,-0.6544,-5.9442,0.5843,-0.2361,0.6302,-0.6190,-5.9393,0.6614,1999,0.9995,0.6368,165,0.4723,0.193904,0.0584,
665,11.1957,-1.3260,-5.8493,-0.7013,-6.1084,0.6247,-0.2591,0.6763,-0.6640,-6.1039,0.7093,2000,1.0000,0.6368,162,0.4275,0.193736,0.1027,
666,11.2125,-1.2574,-6.0179,-0.7013,-6.3019,0.5561,-0.2840,0.6244,-0.6619,-6.2973,0.6578,2000,1.0000,0.6379,162,0.4022,0.193797,0.0726,
667,11.2294,-1.1986,-6.2046,-0.6561,-6.4952,0.5425,-0.2906,0.6154,-0.6146,-6.4896,0.6498,1997,1.0000,0.6387,165,0.4631,0.193865,0.1169,
668,11.2462,-1.2426,-6.3890,-0.6101,-6.6890,0.6325,-0.3000,0.7000,-0.5665,-6.6828,0.7372,1999,1.0000,0.6397,162,0.4014,0.193806,0.0438,
669,11.2630,-1.1087,-6.5551,-0.6015,-6.8802,0.5072,-0.3251,0.6024,-0.5556,-6.8735,0.6382,2000,1.0000,0.6400,166,0.4787,0.193813,0.0849,
670,11.2799,-1.0394,-6.7696,-0.5873,-7.0730,0.4521,-0.3034,0.5445,-0.5392,-7.0655,0.5812,2000,1.0000,0.6408,167,0.5053,0.193818,0.1185,
671,11.2967,-1.2179,-6.9897,-0.5462,-7.3194,0.6717,-0.3297,0.7483,-0.4950,-7.3113,0.7912,2000,1.0000,0.6424,162,0.4202,0.193777,0.0289,
672,11.3135,-1.1451,-7.2633,-0.5310,-7.6085,0.6141,-0.3452,0.7045,-0.4760,-7.6000,0.7490,2000,1.0000,0.6435,161,0.4192,0.193731,0.1650,
673,11.3304,-1.0784,-7.5202,-0.5787,-7.8837,0.4997,-0.3635,0.6179,-0.5201,-7.8754,0.6617,1997,0.9995,0.6445,162,0.4185,0.193668,0.1719,
674,11.3472,-0.9841,-7.7666,-0.6278,-8.1269,0.3563,-0.3603,0.5067,-0.5657,-8.1184,0.5466,1999,0.9995,0.6449,167,0.5136,0.193714,0.4250,
675,11.3640,-1.2150,-7.9984,-0.6295,-8.4184,0.5855,-0.4200,0.7206,-0.5635,-8.4092,0.7702,1998,0.9990,0.6466,165,0.4705,0.193821,0.1631,
676,11.3809,-1.1417,-8.3895,-0.5813,-8.7891,0.5604,-0.3996,0.6883,-0.5106,-8.7782,0.7412,1999,0.9995,0.6481,167,0.5195,0.193906,0.0592,
677,11.3977,-1.2923,-8.8685,-0.5319,-9.2381,0.7604,-0.3696,0.8455,-0.4546,-9.2264,0.9110,1999,0.9995,0.6511,162,0.4455,0.193830,0.1404,
678,11.4145,-1.1676,-9.3209,-0.4834,-9.7366,0.6842,-0.4157,0.8006,-0.3989,-9.7237,0.8678,1999,0.9995,0.6526,162,0.4478,0.193817,0.0883,
679,11.4314,-1.1826,-9.8663,-0.4371,-10.2620,0.7455,-0.3957,0.8440,-0.3446,-10.2480,0.9208,1999,0.9995,0.6548,161,0.4473,0.193753,0.1914,
680,11.4482,-1.1366,-10.3409,-0.4242,-10.7755,0.7124,-0.4346,0.8345,-0.3239,-10.7609,0.9148,1994,0.9990,0.6573,165,0.4977,0.193857,0.0533,
681,11.4650,-1.0205,-10.8448,-0.4222,-11.2978,0.5983,-0.4530,0.7504,-0.3145,-11.2818,0.8303,1995,0.9975,0.6596,172,0.5693,0.194007,0.0392,
682,11.4819,-0.9725,-11.4291,-0.4570,-11.8784,0.5155,-0.4493,0.6838,-0.3406,-11.8609,0.7653,1997,0.9995,0.6615,175,0.5660,0.193896,0.1194,
683,11.4987,-1.1677,-12.0292,-0.5053,-12.5018,0.6624,-0.4726,0.8137,-0.3787,-12.4841,0.9107,1998,0.9990,0.6642,170,0.4955,0.193791,0.0349,
684,11.5156,-1.1507,-12.5801,-0.5498,-13.0842,0.6009,-0.5041,0.7843,-0.4137,-13.0655,0.8825,1996,0.9985,0.6666,176,0.5700,0.193975,0.0293,
685,11.5324,-1.3419,-13.0857,-0.5640,-13.6228,0.7779,-0.5371,0.9453,-0.4191,-13.6042,1.0585,1992,0.9965,0.6700,170,0.5177,0.193877,0.1561,
686,11.5492,-1.2754,-13.7087,-0.5670,-14.1999,0.7084,-0.4912,0.8620,-0.4124,-14.1805,0.9835,1995,0.9980,0.6722,177,0.5925,0.193958,0.4610,
687,11.5661,-1.3269,-14.2571,-0.5699,-14.7910,0.7570,-0.5339,0.9263,-0.4049,-14.7711,1.0556,1998,0.9990,0.6743,171,0.5223,0.193847,0.1091,
688,11.5829,-1.2202,-14.8141,-0.5827,-15.4140,0.6375,-0.5999,0.8754,-0.4072,-15.3925,0.9978,1998,0.9995,0.6764,177,0.5735,0.193950,0.4092,
689,11.5997,-1.0705,-15.5047,-0.6280,-16.0411,0.4425,-0.5364,0.6954,-0.4414,-16.0171,0.8114,1995,0.9980,0.6784,178,0.6163,0.193891,0.2295,
690,11.6166,-1.3495,-16.1219,-0.6665,-16.6509,0.6830,-0.5290,0.8639,-0.4689,-16.6270,1.0152,1970,0.9875,0.6824,170,0.4749,0.193729,0.0919,
691,11.6334,-1.2849,-16.7277,-0.6637,-17.2790,0.6212,-0.5513,0.8306,-0.4545,-17.2544,0.9833,1999,0.9995,0.6853,171,0.4960,0.193735,0.0518,
692,11.6502,-1.1430,-17.3102,-0.6164,-17.9106,0.5266,-0.6004,0.7986,-0.3959,-17.8835,0.9417,1999,1.0000,0.6874,176,0.5309,0.193849,0.2449,
693,11.6671,-1.1202,-17.9863,-0.5671,-18.5438,0.5531,-0.5575,0.7853,-0.3353,-18.5142,0.9459,2000,1.0000,0.6905,175,0.5206,0.193861,0.0385,
694,11.6839,-1.2463,-18.6045,-0.5653,-19.1664,0.6810,-0.5619,0.8829,-0.3215,-19.1361,1.0667,2000,1.0000,0.6935,170,0.4732,0.193812,0.1183,
695,11.7007,-1.3006,-19.1182,-0.6079,-19.7014,0.6927,-0.5832,0.9055,-0.3537,-19.6716,1.0968,1999,0.9995,0.6955,167,0.4651,0.193742,0.0792,
696,11.7176,-1.3408,-19.5784,-0.6542,-20.2214,0.6866,-0.6430,0.9407,-0.3901,-20.1919,1.1315,1998,0.9990,0.6979,173,0.5221,0.193970,0.0579,
697,11.7344,-1.1755,-20.1086,-0.6542,-20.7634,0.5213,-0.6548,0.8370,-0.3800,-20.7322,1.0108,1998,1.0000,0.6997,178,0.5722,0.194020,0.1660,
698,11.7513,-1.2789,-20.6772,-0.6542,-21.3053,0.6247,-0.6281,0.8859,-0.3693,-21.2735,1.0876,1995,0.9990,0.7027,171,0.4698,0.193838,0.1022,
699,11.7681,-1.3150,-21.2105,-0.6533,-21.8761,0.6617,-0.6656,0.9385,-0.3571,-21.8439,1.1484,1995,0.9995,0.7052,175,0.4955,0.193901,0.1036,
700,11.7849,-1.0296,-21.6590,-0.6966,-22.4004,0.3330,-0.7414,0.8128,-0.3901,-22.3672,0.9542,1998,0.9995,0.7062,184,0.5878,0.193842,0.2632,
701,11.8018,-1.5176,-22.2797,-0.7442,-22.8896,0.7734,-0.6099,0.9849,-0.4279,-22.8577,1.2335,1998,0.9990,0.7112,178,0.5554,0.194055,0.3293,
702,11.8186,-1.4661,-22.7588,-0.7941,-23.4154,0.6720,-0.6566,0.9395,-0.4668,-23.3843,1.1789,1999,0.9995,0.7117,175,0.5098,0.193799,0.4529,
703,11.8354,-1.4846,-23.2659,-0.8425,-23.9329,0.6421,-0.6670,0.9258,-0.5046,-23.9027,1.1687,1991,0.9975,0.7144,176,0.5134,0.193834,0.0997,
704,11.8523,-1.4396,-23.8153,-0.8603,-24.4587,0.5793,-0.6434,0.8658,-0.5113,-24.4286,1.1126,1999,0.9995,0.7162,171,0.4843,0.193687,0.0315,
705,11.8691,-1.4282,-24.2943,-0.8600,-25.0288,0.5682,-0.7345,0.9286,-0.4993,-24.9981,1.1654,1988,0.9995,0.7190,178,0.4916,0.193921,0.0520,
706,11.8859,-1.4889,-24.9264,-0.8604,-25.6096,0.6285,-0.6832,0.9283,-0.4870,-25.5786,1.1955,1992,0.9995,0.7210,171,0.4685,0.193747,0.3904,
707,11.9028,-1.1224,-25.5606,-0.8987,-26.2110,0.2237,-0.6504,0.6878,-0.5125,-26.1776,0.8676,1997,0.9985,0.7227,187,0.6124,0.193880,0.2441,
708,11.9196,-1.3586,-26.0779,-0.9391,-26.8348,0.4195,-0.7569,0.8654,-0.5398,-26.8005,1.0921,1997,0.9990,0.7262,187,0.5842,0.193989,0.0833,
709,11.9364,-1.4153,-26.7269,-0.9390,-27.5096,0.4763,-0.7827,0.9162,-0.5252,-27.4744,1.1623,1999,0.9995,0.7292,178,0.5077,0.193838,0.0920,
710,11.9533,-1.4844,-27.4355,-0.9391,-28.2212,0.5453,-0.7857,0.9564,-0.5098,-28.1854,1.2297,1999,0.9995,0.7326,178,0.5391,0.193897,0.1048,
711,11.9701,-1.5504,-28.1915,-0.9455,-28.9028,0.6049,-0.7113,0.9337,-0.5007,-28.8672,1.2484,1999,1.0000,0.7357,172,0.5027,0.193782,0.2335,
712,11.9870,-1.4133,-28.8347,-0.9926,-29.6289,0.4207,-0.7942,0.8987,-0.5318,-29.5924,1.1624,1998,0.9990,0.7382,186,0.6243,0.194099,0.0301,
713,12.0038,-1.2881,-29.7139,-1.0040,-30.4515,0.2841,-0.7376,0.7904,-0.5257,-30.4118,1.0336,1991,0.9960,0.7417,182,0.6216,0.193979,0.1536,
714,12.0206,-1.4648,-30.5093,-0.9917,-31.3725,0.4731,-0.8632,0.9843,-0.4926,-31.3310,1.2729,1985,0.9960,0.7456,181,0.5845,0.194021,0.6958,
715,12.0375,-1.2130,-31.5406,-0.9469,-32.3414,0.2661,-0.8008,0.8439,-0.4263,-32.2958,1.0905,1991,0.9995,0.7494,183,0.6007,0.193926,0.2180,
716,12.0543,-1.1305,-32.5900,-0.8544,-33.4071,0.2761,-0.8171,0.8625,-0.3108,-33.3564,1.1222,1976,0.9905,0.7545,182,0.5986,0.193905,0.2425,
717,12.0711,-0.9316,-33.7360,-0.8092,-34.5055,0.1224,-0.7695,0.7792,-0.2411,-34.4479,0.9918,1992,0.9980,0.7582,191,0.7038,0.193982,0.3260,
718,12.0880,-1.3056,-34.7135,-0.8457,-35.5692,0.4599,-0.8557,0.9715,-0.2532,-35.5111,1.3205,1990,0.9955,0.7642,180,0.6160,0.194006,0.3817,
719,12.1048,-1.3690,-35.7968,-0.8959,-36.6357,0.4731,-0.8389,0.9631,-0.2786,-36.5780,1.3414,1988,0.9950,0.7689,178,0.6174,0.193962,0.5045,
720,12.1216,-1.2160,-36.7329,-0.9684,-37.6527,0.2476,-0.9198,0.9525,-0.3272,-37.5935,1.2372,1928,0.9670,0.7724,196,0.6629,0.194082,0.2132,
721,12.1385,-1.2226,-37.7351,-1.0161,-38.6457,0.2065,-0.9106,0.9337,-0.3526,-38.5843,1.2157,1997,1.0000,0.7772,192,0.6330,0.194111,0.2017,
722,12.1553,-1.3688,-38.6166,-1.0641,-39.5591,0.3047,-0.9425,0.9905,-0.3799,-39.4972,1.3242,2000,1.0000,0.7812,180,0.5663,0.193974,0.3844,
723,12.1721,-1.2047,-39.5284,-1.1353,-40.3885,0.0694,-0.8601,0.8629,-0.4323,-40.3244,1.1092,1990,0.9970,0.7847,189,0.6409,0.194071,0.2168,
724,12.1890,-1.5858,-40.3554,-1.2073,-41.2154,0.3785,-0.8600,0.9396,-0.4844,-41.1521,1.3593,1983,0.9965,0.7888,179,0.5352,0.193957,0.1785,
725,12.2058,-1.5010,-41.1660,-1.2976,-42.0394,0.2034,-0.8734,0.8968,-0.5559,-41.9758,1.2446,1998,0.9995,0.7927,189,0.6276,0.194134,0.5729,
726,12.2227,-1.4706,-42.0085,-1.3904,-42.8605,0.0802,-0.8520,0.8558,-0.6305,-42.7952,1.1509,1999,0.9995,0.7957,188,0.6227,0.194156,0.3588,
727,12.2395,-1.3995,-42.7653,-1.4126,-43.6813,-0.0131,-0.9160,0.9161,-0.6333,-43.6142,1.1435,1987,0.9975,0.7982,174,0.5824,0.193540,0.2698,
728,12.2563,-1.5722,-43.6543,-1.3825,-44.6009,0.1897,-0.9466,0.9654,-0.5820,-44.5313,1.3227,1981,0.9945,0.8031,180,0.5380,0.193908,0.1852,
729,12.2732,-1.6008,-44.5912,-1.3295,-45.5235,0.2713,-0.9323,0.9710,-0.5075,-45.4512,1.3910,1990,0.9960,0.8074,180,0.5425,0.194074,1.1813,
730,12.2900,-1.4854,-45.5619,-1.2807,-46.4462,0.2047,-0.8843,0.9077,-0.4364,-46.3714,1.3250,1994,0.9970,0.8112,176,0.5647,0.193916,0.1751,
731,12.3068,-1.3685,-46.4077,-1.2325,-47.3641,0.1360,-0.9564,0.9660,-0.3665,-47.2872,1.3332,1998,1.0000,0.8156,179,0.5602,0.193932,0.4757,
732,12.3237,-1.3350,-47.3558,-1.2320,-48.3324,0.1030,-0.9766,0.9820,-0.3435,-48.2523,1.3367,1987,0.9980,0.8192,192,0.6484,0.194279,0.6770,
733,12.3405,-1.4238,-48.4163,-1.2768,-49.3925,0.1470,-0.9762,0.9872,-0.3633,-49.3099,1.3868,1989,0.9945,0.8239,194,0.6569,0.194347,0.7472,
734,12.3573,-1.1874,-49.5634,-1.3245,-50.4680,-0.1371,-0.9046,0.9149,-0.3858,-50.3802,1.1444,1992,0.9970,0.8280,188,0.6610,0.194157,4.2715,
735,12.3742,-1.4196,-50.5745,-1.4160,-51.5783,0.0036,-1.0038,1.0038,-0.4504,-51.4881,1.3319,1996,0.9980,0.8329,189,0.6757,0.194250,,
736,12.3910,-1.5571,-51.7630,-1.4958,-52.7023,0.0613,-0.9393,0.9413,-0.5027,-52.6120,1.3537,1987,0.9950,0.8386,173,0.5834,0.194069,,
737,12.4078,-1.7823,-52.9456,-1.5741,-53.8270,0.2082,-0.8814,0.9057,-0.5526,-53.7386,1.4632,1987,0.9960,0.8444,168,0.5894,0.194007,,
738,12.4247,-1.5112,-53.9860,-1.5814,-54.9901,-0.0702,-1.0041,1.0066,-0.5317,-54.8959,1.3369,1990,0.9955,0.8470,190,0.7188,0.194309,,
